"","label"
"106",0.0761859342455864
"107",0.0472918376326561
"108",0.0433435998857021
"109",0.265752404928207
"110",0.327901095151901
"111",0.238664790987968
"112",0.125818535685539
"113",0.120932810008526
"114",0.0690280571579933
"115",0.0970265865325928
"116",0.0854922831058502
"117",0.0573262944817543
"118",0.0160665456205606
"119",0.0065917638130486
"120",0.00140874972566962
"121",0.612337529659271
"122",0.691375732421875
"123",0.0908837094902992
"124",0.78124475479126
"125",0.719404399394989
"126",0.32061094045639
"127",0.137756556272507
"128",0.00307991541922092
"129",0.114734619855881
"130",0.144119292497635
"131",0.13884274661541
"132",0.0587858818471432
"133",0.131619706749916
"134",0.134801253676414
"135",0.175864815711975
"136",0.124769307672977
"137",0.260454028844833
"138",0.137420549988747
"139",0.342062711715698
"140",0.262808233499527
"141",0.3325335085392
"142",0.253993362188339
"143",0.26880344748497
"144",0.232679143548012
"145",0.21624031662941
"146",0.167237460613251
"147",0.315474033355713
"148",0.24698731303215
"149",0.0416867770254612
"150",0.0386184193193913
"151",0.131561264395714
"152",0.100276134908199
"153",0.0716923549771309
"154",0.109689317643642
"155",0.128123998641968
"156",0.16510209441185
"157",0.126880317926407
"158",0.110714741051197
"159",0.166554689407349
"160",0.731369376182556
"161",0.681915581226349
"162",0.541881144046783
"163",0.610763370990753
"164",0.146498486399651
"165",0.427219808101654
"166",0.63519299030304
"167",0.67654949426651
"168",0.65836888551712
"169",0.0221357122063637
"170",0.0232717879116535
"171",0.0158966388553381
"172",0.0231986735016108
"173",0.0173359867185354
"174",0.011737777851522
"175",0.0974194705486298
"176",0.138765722513199
"177",0.126098319888115
"178",0.0618663653731346
"179",0.421171009540558
"180",0.129757791757584
"181",0.0557266846299171
"182",0.059497743844986
"183",0.203403830528259
"184",0.217068567872047
"185",0.27373856306076
"186",0.102480717003345
"187",0.292891830205917
"188",0.0358581878244877
"189",0.081176720559597
"190",0.174677297472954
"191",0.050872765481472
"192",0.0261836424469948
"193",0.0382916815578938
"194",0.060400452464819
"195",0.07468131929636
"196",0.141852900385857
"197",0.147577077150345
"198",0.117865763604641
"199",0.0490570962429047
"200",0.09847791492939
"201",0.0947584509849548
"202",0.135220050811768
"203",0.0538247115910053
"204",0.121000103652477
"205",0.163927018642426
"206",0.369384258985519
"207",0.51297128200531
"208",0.332913398742676
"209",0.301511019468307
"210",0.414564490318298
"211",0.563894033432007
"212",0.0524709299206734
"213",0.432831287384033
"214",0.331644922494888
"215",0.231357038021088
"216",0.0971950739622116
"217",0.444431453943253
"218",0.143905624747276
"219",0.473211675882339
"220",0.225302502512932
"221",0.0729539468884468
"222",0.181045904755592
"223",0.279977351427078
"224",0.167474791407585
"225",0.0273428447544575
"226",0.519945800304413
"227",0.664347350597382
"228",0.586175262928009
"229",0.559098303318024
"230",0.626908302307129
"231",0.605134785175323
"232",0.701602935791016
"233",0.60936164855957
"234",0.0911871194839478
"235",0.0680644959211349
"236",0.0311249978840351
"237",0.0125381350517273
"238",0.184212237596512
"239",0.312678039073944
"240",0.206238508224487
"241",0.072054922580719
"242",0.071869932115078
"243",0.0651577189564705
"244",0.149209767580032
"245",0.0531157851219177
"246",0.0640141442418098
"247",0.021016689017415
"248",0.070596270263195
"249",0.0565674975514412
"250",0.0707404613494873
"251",0.0299238432198763
"252",0.0746267065405846
"253",0.0933525934815407
"254",0.181224465370178
"255",0.171011686325073
"256",0.148388877511024
"257",0.0268541593104601
"258",0.0225000381469727
"259",0.179552748799324
"260",0.16051821410656
"261",0.0174643658101559
"262",0.00708754360675812
"263",0.010380370542407
"264",0.0186979062855244
"265",0.00932850688695908
"266",0.00445147464051843
"267",0.00984503887593746
"268",0.00764670222997665
"269",0.00994939263910055
"270",0.0132557386532426
"271",0.00719478540122509
"272",0.0145888086408377
"273",0.0121071543544531
"274",0.0783799067139626
"275",0.116315215826035
"276",0.0697991997003555
"277",0.0776058807969093
"278",0.0559546947479248
"279",0.103491857647896
"280",0.0532393418252468
"281",0.0131875844672322
"282",0.00599640049040318
"283",0.0116167655214667
"284",0.0123828109353781
"285",0.0109592564404011
"286",0.012975936755538
"287",0.111767917871475
"288",0.0819041207432747
"289",0.0640461966395378
"290",0.0884183794260025
"291",0.0529684945940971
"292",0.0751171335577965
"293",0.108805522322655
"294",0.0791718363761902
"295",0.103440850973129
"296",0.0998052656650543
"297",0.133172705769539
"298",0.0477726273238659
"299",0.084975853562355
"300",0.193870261311531
"301",0.101967059075832
"302",0.0782561078667641
"303",0.136475414037704
"304",0.0824830755591393
"305",0.0957133919000626
"306",0.0689338967204094
"307",0.138418942689896
"308",0.119365401566029
"309",0.083048090338707
"310",0.117612324655056
"311",0.0760175511240959
"312",0.0321208909153938
"313",0.0693630054593086
"314",0.0501002557575703
"315",0.0708008259534836
"316",0.122860997915268
"317",0.0670842751860619
"318",0.0853621512651443
"319",0.0900021716952324
"320",0.103513889014721
"321",0.0674458369612694
"322",0.115075282752514
"323",0.0667480006814003
"324",0.0450999066233635
"325",0.0708121210336685
"326",0.106190495193005
"327",0.122597798705101
"328",0.131083071231842
"329",0.184987038373947
"330",0.0715391412377357
"331",0.0948885008692741
"332",0.122793793678284
"333",0.145010977983475
"334",0.108401484787464
"335",0.183864891529083
"336",0.0675082430243492
"337",0.111062027513981
"338",0.0540828257799149
"339",0.137520357966423
"340",0.0815291628241539
"341",0.14039646089077
"342",0.175904631614685
"343",0.176375523209572
"344",0.0928144901990891
"345",0.173666447401047
"346",0.13553649187088
"347",0.263797640800476
"348",0.227872714400291
"349",0.118435867130756
"350",0.0864690393209457
"351",0.0467136800289154
"352",0.0556597784161568
"353",0.0999671965837479
"354",0.0684999525547028
"355",0.0774032846093178
"356",0.0308814812451601
"357",0.0778599381446838
"358",0.0584696717560291
"359",0.0503591895103455
"360",0.0752879902720451
"361",0.850848913192749
"362",0.842885315418243
"363",0.653088688850403
"364",0.810574054718018
"365",0.888542890548706
"366",0.282169133424759
"367",0.154325738549232
"368",0.0308685060590506
"369",0.155218839645386
"370",0.299768149852753
"371",0.124480344355106
"372",0.214492455124855
"373",0.112792678177357
"374",0.0521862655878067
"375",0.184110850095749
"376",0.33589369058609
"377",0.390348792076111
"378",0.298289924860001
"379",0.349547356367111
"380",0.384209305047989
"381",0.335961908102036
"382",0.341056883335114
"383",0.345399886369705
"384",0.363702446222305
"385",0.0229961592704058
"386",0.0116639491170645
"387",0.00913185253739357
"388",0.0183701142668724
"389",0.0201906338334084
"390",0.0114876301959157
"391",0.0152111696079373
"392",0.0155286891385913
"393",0.0147773241624236
"394",0.0189620666205883
"395",0.320433557033539
"396",0.240744411945343
"397",0.195966020226479
"398",0.176099449396133
"399",0.276040703058243
"400",0.257921308279037
"401",0.197183519601822
"402",0.199974060058594
"403",0.254258751869202
"404",0.416618227958679
"405",0.313321471214294
"406",0.412529528141022
"407",0.295401245355606
"408",0.286002516746521
"409",0.0461944229900837
"410",0.0189597886055708
"411",0.0270892884582281
"412",0.0383520945906639
"413",0.0421141870319843
"414",0.0254328921437263
"415",0.0206137765198946
"416",0.0359466187655926
"417",0.0506661757826805
"418",0.0367707163095474
"419",0.0330081060528755
"420",0.0315819457173347
"421",0.0419980138540268
"422",0.0261325128376484
"423",0.0175792891532183
"424",0.0425239503383636
"425",0.0350388139486313
"426",0.0361470282077789
"427",0.035368375480175
"428",0.146233037114143
"429",0.194054126739502
"430",0.112853921949863
"431",0.18494701385498
"432",0.177357882261276
"433",0.186837941408157
"434",0.10835100710392
"435",0.184716627001762
"436",0.199774354696274
"437",0.029404005035758
"438",0.237871631979942
"439",0.0776937827467918
"440",0.128156214952469
"441",0.12505230307579
"442",0.109031364321709
"443",0.132980465888977
"444",0.132873699069023
"445",0.0680657774209976
"446",0.138394981622696
"447",0.0143700325861573
"448",0.0125925950706005
"449",0.100968770682812
"450",0.0306952390819788
"451",0.116715833544731
"452",0.0472293235361576
"453",0.0488671958446503
"454",0.0526607930660248
"455",0.0962859317660332
"456",0.0872380062937737
"457",0.0764092653989792
"458",0.114751048386097
"459",0.041590191423893
"460",0.0423624329268932
"461",0.043611615896225
"462",0.087993323802948
"463",0.0568798705935478
"464",0.0625974759459496
"465",0.0868512764573097
"466",0.0980959013104439
"467",0.134298622608185
"468",0.139921084046364
"469",0.138567730784416
"470",0.141575872898102
"471",0.224679961800575
"472",0.154644623398781
"473",0.100642807781696
"474",0.108332440257072
"475",0.0726723819971085
"476",0.05268719419837
"477",0.0452499911189079
"478",0.0377570651471615
"479",0.053120881319046
"480",0.034546036273241
"481",0.0457875020802021
"482",0.0637921243906021
"483",0.068951778113842
"484",0.0425880439579487
"485",0.0654406398534775
"486",0.0630201026797295
"487",0.0413199402391911
"488",0.0520418472588062
"489",0.060753520578146
"490",0.0347586944699287
"491",0.0538518913090229
"492",0.0348294824361801
"493",0.0390841476619244
"494",0.0356290638446808
"495",0.0370302796363831
"496",0.0362926982343197
"497",0.0353433042764664
"498",0.0307834595441818
"499",0.0830274671316147
"500",0.0421987920999527
"501",0.111972205340862
"502",0.0565015189349651
"503",0.110734440386295
"504",0.0972740799188614
"505",0.0837476253509521
"506",0.15862937271595
"507",0.0567210540175438
"508",0.115459352731705
"509",0.0316423773765564
"510",0.0372244119644165
"511",0.0338139422237873
"512",0.129194259643555
"513",0.0940438732504845
"514",0.162356376647949
"515",0.024959109723568
"516",0.0283012334257364
"517",0.0236852746456861
"518",0.0218548513948917
"519",0.157318785786629
"520",0.195888862013817
"521",0.111735314130783
"522",0.08498265594244
"523",0.116004675626755
"524",0.1346136033535
"525",0.274950683116913
"526",0.254102855920792
"527",0.146594226360321
"528",0.0840162560343742
"529",0.0786701664328575
"530",0.0422265157103539
"531",0.0673096030950546
"532",0.0569790489971638
"533",0.059855081140995
"534",0.0444849617779255
"535",0.0704678371548653
"536",0.076753668487072
"537",0.0816451460123062
"538",0.0685830041766167
"539",0.0900733545422554
"540",0.0818884149193764
"541",0.106118984520435
"542",0.0196511037647724
"543",0.0896692425012589
"544",0.0604978166520596
"545",0.0356989838182926
"546",0.0372239015996456
"547",0.0553056932985783
"548",0.0463160648941994
"549",0.0203722454607487
"550",0.017971359193325
"551",0.0224637687206268
"552",0.0265185683965683
"553",0.0214337259531021
"554",0.0205514207482338
"555",0.017193790525198
"556",0.224545821547508
"557",0.449220657348633
"558",0.309532523155212
"559",0.117839984595776
"560",0.157007709145546
"561",0.181382238864899
"562",0.396711945533752
"563",0.422103822231293
"564",0.0357701741158962
"565",0.042601715773344
"566",0.0353880077600479
"567",0.375330090522766
"568",0.426586031913757
"569",0.42913019657135
"570",0.606032371520996
"571",0.0494488291442394
"572",0.0636782273650169
"573",0.0738266408443451
"574",0.0741136372089386
"575",0.038400012999773
"576",0.0781906098127365
"577",0.0541673675179482
"578",0.032643124461174
"579",0.0395902208983898
"580",0.0277209002524614
"581",0.028875445947051
"582",0.0184970684349537
"583",0.0880390852689743
"584",0.142504066228867
"585",0.138400867581367
"586",0.15531000494957
"587",0.100019507110119
"588",0.163101926445961
"589",0.116727828979492
"590",0.0689230635762215
"591",0.0454524196684361
"592",0.080390565097332
"593",0.0546216815710068
"594",0.0608957372605801
"595",0.0889305099844933
"596",0.0766281485557556
"597",0.076673611998558
"598",0.0502565205097198
"599",0.0844098329544067
"600",0.121366612613201
"601",0.110924161970615
"602",0.0881354808807373
"603",0.133343368768692
"604",0.0209035072475672
"605",0.0220586936920881
"606",0.0189457610249519
"607",0.0187829788774252
"608",0.0985862836241722
"609",0.052873220294714
"610",0.0619942247867584
"611",0.0741514191031456
"612",0.0621855370700359
"613",0.0339542627334595
"614",0.0615941733121872
"615",0.0522520691156387
"616",0.0343221053481102
"617",0.0677841603755951
"618",0.0484812520444393
"619",0.0329876951873302
"620",0.0363305285573006
"621",0.0424977093935013
"622",0.0162409283220768
"623",0.046322412788868
"624",0.0626586005091667
"625",0.031007444486022
"626",0.0350616686046124
"627",0.0136570353060961
"628",0.0254609473049641
"629",0.0254741795361042
"630",0.00962237641215324
"631",0.0150323389098048
"632",0.0102426251396537
"633",0.0108847562223673
"634",0.0795938223600388
"635",0.0989098325371742
"636",0.029283344745636
"637",0.195774599909782
"638",0.112446382641792
"639",0.0700181722640991
"640",0.154591336846352
"641",0.176064848899841
"642",0.129746928811073
"643",0.0966972187161446
"644",0.0946253761649132
"645",0.120433270931244
"646",0.330787688493729
"647",0.153444200754166
"648",0.145522981882095
"649",0.189089626073837
"650",0.0157447997480631
"651",0.0132038285955787
"652",0.0233082119375467
"653",0.023751275613904
"654",0.0139232082292438
"655",0.0233676414936781
"656",0.0881448313593864
"657",0.13540917634964
"658",0.0157235916703939
"659",0.0167690347880125
"660",0.0148185566067696
"661",0.00788782630115747
"662",0.035976517945528
"663",0.0140842236578465
"664",0.0546760968863964
"665",0.0306476000696421
"666",0.0296229366213083
"667",0.034612026065588
"668",0.0464175008237362
"669",0.0482641756534576
"670",0.425494641065598
"671",0.415646940469742
"672",0.357488214969635
"673",0.257105529308319
"674",0.219678178429604
"675",0.424837827682495
"676",0.343227744102478
"677",0.312669098377228
"678",0.487725764513016
"679",0.0327636115252972
"680",0.0325233824551105
"681",0.0885945856571198
"682",0.0983196124434471
"683",0.0834213346242905
"684",0.0768999010324478
"685",0.0994571000337601
"686",0.0694635212421417
"687",0.0264746397733688
"688",0.0255494080483913
"689",0.157216370105743
"690",0.316300749778748
"691",0.129971861839294
"692",0.443016409873962
"693",0.334158331155777
"694",0.160625770688057
"695",0.198168054223061
"696",0.131865158677101
"697",0.209818929433823
"698",0.475918114185333
"699",0.379481583833694
"700",0.0130139784887433
"701",0.0060069658793509
"702",0.0107050128281116
"703",0.0155925462022424
"704",0.02099784091115
"705",0.0246054250746965
"706",0.027143495157361
"707",0.0314790122210979
"708",0.0317058935761452
"709",0.0321329459547997
"710",0.0450065210461617
"711",0.0375969372689724
"712",0.0383323542773724
"713",0.0227968133985996
"714",0.0403341315686703
"715",0.0334962494671345
"716",0.0410646200180054
"717",0.0330182909965515
"718",0.0172258336097002
"719",0.0238532591611147
"720",0.0195605158805847
"721",0.0125256376340985
"722",0.0796756371855736
"723",0.0368912741541862
"724",0.087120033800602
"725",0.065313883125782
"726",0.119517765939236
"727",0.12186399102211
"728",0.101073518395424
"729",0.0783674418926239
"730",0.0635098367929459
"731",0.0773711428046227
"732",0.109172262251377
"733",0.187237083911896
"734",0.0486400276422501
"735",0.127215966582298
"736",0.0475269295275211
"737",0.106858134269714
"738",0.113016813993454
"739",0.153619453310966
"740",0.182960793375969
"741",0.207754552364349
"742",0.0153517127037048
"743",0.0159811079502106
"744",0.0112075479701161
"745",0.0117676854133606
"746",0.0059800916351378
"747",0.0161718055605888
"748",0.0091477744281292
"749",0.0155913662165403
"750",0.0185820329934359
"751",0.0279887765645981
"752",0.0195206720381975
"753",0.0294517949223518
"754",0.0182367023080587
"755",0.0550318621098995
"756",0.0334832668304443
"757",0.0599198080599308
"758",0.0266823172569275
"759",0.0464845038950443
"760",0.0425138957798481
"761",0.015269048511982
"762",0.0390312001109123
"763",0.0243095010519028
"764",0.029102610424161
"765",0.031501904129982
"766",0.0402649492025375
"767",0.0410280674695969
"768",0.011847922578454
"769",0.0106334807351232
"770",0.0118118785321712
"771",0.012542812153697
"772",0.00764906173571944
"773",0.00451617641374469
"774",0.011546584777534
"775",0.00628829002380371
"776",0.00896843522787094
"777",0.00805726833641529
"778",0.00685060303658247
"779",0.00699033075943589
"780",0.00624567037448287
"781",0.0100846011191607
"782",0.0103495316579938
"783",0.0125608257949352
"784",0.0109383072704077
"785",0.741587102413177
"786",0.209515765309334
"787",0.338525503873825
"788",0.585211217403412
"789",0.596464097499847
"790",0.140419170260429
"791",0.540164291858673
"792",0.501515090465546
"793",0.798614680767059
"794",0.396717369556427
"795",0.697202563285828
"796",0.430692046880722
"797",0.604571163654327
"798",0.170442014932632
"799",0.0332113094627857
"800",0.656900644302368
"801",0.801472127437592
"802",0.741514146327972
"803",0.818605601787567
"804",0.839455306529999
"805",0.750264465808868
"806",0.80111837387085
"807",0.881524920463562
"808",0.856157660484314
"809",0.798145234584808
"810",0.836645543575287
"811",0.887580811977386
"812",0.0582138858735561
"813",0.0646207556128502
"814",0.0264363791793585
"815",0.189080074429512
"816",0.178923904895782
"817",0.190071955323219
"818",0.0548485554754734
"819",0.212666735053062
"820",0.109260067343712
"821",0.0624846406280994
"822",0.0593639798462391
"823",0.0365136079490185
"824",0.0264582820236683
"825",0.034647136926651
"826",0.0120135126635432
"827",0.0116102416068316
"828",0.0127318277955055
"829",0.00934312213212252
"830",0.0136370854452252
"831",0.0133516360074282
"832",0.0114741064608097
"833",0.0105028245598078
"834",0.0129877710714936
"835",0.0101378550752997
"836",0.012510871514678
"837",0.0112484572455287
"838",0.0513487979769707
"839",0.01052878331393
"840",0.0127971982583404
"841",0.0494166575372219
"842",0.112184338271618
"843",0.0522665679454803
"844",0.0318318717181683
"845",0.121057517826557
"846",0.0783245861530304
"847",0.0465662218630314
"848",0.0814834907650948
"849",0.063561275601387
"850",0.0864868387579918
"851",0.0595632717013359
"852",0.0627061277627945
"853",0.0591776296496391
"854",0.0542634204030037
"855",0.0853599309921265
"856",0.0913567692041397
"857",0.271369069814682
"858",0.0930923372507095
"859",0.101769000291824
"860",0.384011834859848
"861",0.341418832540512
"862",0.52808028459549
"863",0.523419559001923
"864",0.220819905400276
"865",0.134533032774925
"866",0.509492516517639
"867",0.350947141647339
"868",0.0641346424818039
"869",0.0500187613070011
"870",0.0600918307900429
"871",0.0761581212282181
"872",0.0543331280350685
"873",0.109563171863556
"874",0.0570857264101505
"875",0.0978333726525307
"876",0.0955088660120964
"877",0.053684689104557
"878",0.0264367889612913
"879",0.092451237142086
"880",0.0591049641370773
"881",0.0613380260765553
"882",0.0565090700984001
"883",0.070759229362011
"884",0.0710179954767227
"885",0.0661198347806931
"886",0.141878083348274
"887",0.119077637791634
"888",0.604618668556213
"889",0.658112466335297
"890",0.717511534690857
"891",0.321585953235626
"892",0.625771403312683
"893",0.584517538547516
"894",0.0784117877483368
"895",0.0173208359628916
"896",0.0249896720051765
"897",0.0878410115838051
"898",0.278481602668762
"899",0.0566167570650578
"900",0.210095047950745
"901",0.011997195892036
"902",0.0285664536058903
"903",0.063353568315506
"904",0.0758019760251045
"905",0.104422032833099
"906",0.0680171400308609
"907",0.0925160348415375
"908",0.0390997752547264
"909",0.0729164406657219
"910",0.0801867470145226
"911",0.0728605315089226
"912",0.0690920427441597
"913",0.029557017609477
"914",0.0199231170117855
"915",0.0286544095724821
"916",0.0291342027485371
"917",0.0344171859323978
"918",0.0361524932086468
"919",0.0371812358498573
"920",0.136740073561668
"921",0.0491262339055538
"922",0.0927082896232605
"923",0.134401217103004
"924",0.166287288069725
"925",0.0624503009021282
"926",0.169028088450432
"927",0.0986398309469223
"928",0.051266748458147
"929",0.105059303343296
"930",0.057473037391901
"931",0.0482565760612488
"932",0.0513215325772762
"933",0.054288923740387
"934",0.0564642660319805
"935",0.0337742678821087
"936",0.0948800668120384
"937",0.104439228773117
"938",0.106400512158871
"939",0.107766322791576
"940",0.0982135459780693
"941",0.0641297474503517
"942",0.0418141670525074
"943",0.0514099672436714
"944",0.0696578174829483
"945",0.0579868517816067
"946",0.0521890893578529
"947",0.0486931055784225
"948",0.0514912083745003
"949",0.0225785914808512
"950",0.014217640273273
"951",0.0469718649983406
"952",0.0214837845414877
"953",0.0536736473441124
"954",0.0425999537110329
"955",0.0538957267999649
"956",0.048936303704977
"957",0.062920056283474
"958",0.0366043001413345
"959",0.527885675430298
"960",0.527110815048218
"961",0.508979976177216
"962",0.50683730840683
"963",0.571555376052856
"964",0.382496803998947
"965",0.458254814147949
"966",0.59614884853363
"967",0.0713819265365601
"968",0.0696746110916138
"969",0.0767765268683434
"970",0.0470869243144989
"971",0.0687984675168991
"972",0.0879754573106766
"973",0.0248930212110281
"974",0.0281229317188263
"975",0.0219203773885965
"976",0.0254678335040808
"977",0.0265818890184164
"978",0.0284300837665796
"979",0.0768314003944397
"980",0.148957803845406
"981",0.0740401297807693
"982",0.0754565522074699
"983",0.10293597728014
"984",0.0881113559007645
"985",0.0534307658672333
"986",0.0657925605773926
"987",0.0565899983048439
"988",0.0608232468366623
"989",0.0319714061915874
"990",0.0372114293277264
"991",0.0419619791209698
"992",0.0348559767007828
"993",0.03135896474123
"994",0.0509037375450134
"995",0.0141705544665456
"996",0.0100565971806645
"997",0.00948571786284447
"998",0.0182496160268784
"999",0.055794432759285
"1000",0.0439665578305721
"1001",0.0352092906832695
"1002",0.0250687431544065
"1003",0.0448546856641769
"1004",0.055023729801178
"1005",0.0407493449747562
"1006",0.0192669257521629
"1007",0.014238546602428
"1008",0.0266731306910515
"1009",0.0162644777446985
"1010",0.0433303639292717
"1011",0.0242764372378588
"1012",0.109321944415569
"1013",0.0961696282029152
"1014",0.430905759334564
"1015",0.433050096035004
"1016",0.474782705307007
"1017",0.054658368229866
"1018",0.0650462433695793
"1019",0.0892263352870941
"1020",0.0546760000288486
"1021",0.0965374782681465
"1022",0.0794283077120781
"1023",0.0666683688759804
"1024",0.0768383517861366
"1025",0.0682044848799706
"1026",0.0620556548237801
"1027",0.0560411624610424
"1028",0.0387010909616947
"1029",0.0159015338867903
"1030",0.0156282000243664
"1031",0.0127900680527091
"1032",0.0260009095072746
"1033",0.01756676658988
"1034",0.014067237265408
"1035",0.0282840486615896
"1036",0.0249068792909384
"1037",0.0199830699712038
"1038",0.0154741695150733
"1039",0.0195472799241543
"1040",0.0185414701700211
"1041",0.0360794551670551
"1042",0.0241920314729214
"1043",0.0821519866585732
"1044",0.0452068001031876
"1045",0.0889172255992889
"1046",0.0634379908442497
"1047",0.0400832928717136
"1048",0.111082017421722
"1049",0.0701479315757751
"1050",0.0416694357991219
"1051",0.030662527307868
"1052",0.0394131392240524
"1053",0.0429050549864769
"1054",0.0693492442369461
"1055",0.0459536090493202
"1056",0.0482692159712315
"1057",0.0388901717960835
"1058",0.0955180451273918
"1059",0.0339780151844025
"1060",0.050955668091774
"1061",0.0685647428035736
"1062",0.0479344129562378
"1063",0.0599929392337799
"1064",0.161253720521927
"1065",0.0387054719030857
"1066",0.0423951745033264
"1067",0.0193687546998262
"1068",0.022359574213624
"1069",0.0252517834305763
"1070",0.056458868086338
"1071",0.0689311847090721
"1072",0.0406337566673756
"1073",0.10449144244194
"1074",0.0405850932002068
"1075",0.0350167267024517
"1076",0.0673438757658005
"1077",0.0964371487498283
"1078",0.0385099388659
"1079",0.0683461427688599
"1080",0.0245048478245735
"1081",0.0302492864429951
"1082",0.165884763002396
"1083",0.129892125725746
"1084",0.0320344679057598
"1085",0.0455406755208969
"1086",0.050111897289753
"1087",0.0541630536317825
"1088",0.0387311987578869
"1089",0.033626101911068
"1090",0.0313436798751354
"1091",0.0394227616488934
"1092",0.132455259561539
"1093",0.0416494831442833
"1094",0.0565093271434307
"1095",0.0936878770589828
"1096",0.106386125087738
"1097",0.0359610244631767
"1098",0.0371862128376961
"1099",0.0170859899371862
"1100",0.0183775499463081
"1101",0.0477463752031326
"1102",0.0433183498680592
"1103",0.0654473453760147
"1104",0.0487017706036568
"1105",0.091693677008152
"1106",0.0379461087286472
"1107",0.0472701229155064
"1108",0.0601258873939514
"1109",0.0339618735015392
"1110",0.153334721922874
"1111",0.032831497490406
"1112",0.0193082261830568
"1113",0.0312734395265579
"1114",0.0839015990495682
"1115",0.156985998153687
"1116",0.0433753654360771
"1117",0.0178777500987053
"1118",0.018593292683363
"1119",0.0537454560399055
"1120",0.0328699499368668
"1121",0.0377202443778515
"1122",0.0494386479258537
"1123",0.0616018138825893
"1124",0.0222106613218784
"1125",0.0195207539945841
"1126",0.0152915986254811
"1127",0.0302116796374321
"1128",0.0587786249816418
"1129",0.0593192987143993
"1130",0.0365866161882877
"1131",0.0609998814761639
"1132",0.0197172984480858
"1133",0.0365701727569103
"1134",0.0215207152068615
"1135",0.0517155043780804
"1136",0.143626853823662
"1137",0.0614314079284668
"1138",0.0245240293443203
"1139",0.0434280931949615
"1140",0.0137348901480436
"1141",0.0551061183214188
"1142",0.0837705954909325
"1143",0.0493852272629738
"1144",0.0607871636748314
"1145",0.0172284487634897
"1146",0.0134641891345382
"1147",0.0307079683989286
"1148",0.0627269968390465
"1149",0.0306923966854811
"1150",0.0347936190664768
"1151",0.00948579795658588
"1152",0.0178438164293766
"1153",0.0384308435022831
"1154",0.0559656843543053
"1155",0.10807491093874
"1156",0.20863464474678
"1157",0.277005910873413
"1158",0.277538955211639
"1159",0.336195260286331
"1160",0.210223779082298
"1161",0.307792156934738
"1162",0.360300719738007
"1163",0.328607350587845
"1164",0.297813206911087
"1165",0.263040632009506
"1166",0.0826318636536598
"1167",0.0906826630234718
"1168",0.0244456250220537
"1169",0.0429830104112625
"1170",0.0187440533190966
"1171",0.0502844303846359
"1172",0.027208536863327
"1173",0.0418505631387234
"1174",0.0339187942445278
"1175",0.610799252986908
"1176",0.46884748339653
"1177",0.232503414154053
"1178",0.0572919547557831
"1179",0.0484696924686432
"1180",0.63113009929657
"1181",0.631969332695007
"1182",0.363739490509033
"1183",0.653312563896179
"1184",0.222758769989014
"1185",0.259689033031464
"1186",0.147002309560776
"1187",0.207160428166389
"1188",0.131583780050278
"1189",0.338994950056076
"1190",0.212344750761986
